recency_days,frequency_monthly,monetary_monthly,n_services,ovo_points_balance,tier_encoded,RFM_score,freq_trend,spend_trend,promo_sensitivity,points_to_expiry,churn_label,churn_prob_xgb,segment_rfm,tier,user_id
7,16,1399000.0,3,15791,3,12,-0.531629343265639,-139486.16826151608,0.1999621810767452,358,0,0.06283006,Champions,Gold,USR000026
82,2,135000.0,1,1159,1,4,2.725170129379531,-672.5122630100434,0.4139459811520406,283,0,0.6220789,Hibernating,Member,USR005141
14,5,103000.0,1,858,1,6,-0.17030203887188336,-9893.1042427037,0.2607472675651697,351,0,0.28601497,Promising,Member,USR006049
18,5,112000.0,2,1143,1,6,4.584356052259055,-13047.597557017561,0.3006731568984652,347,1,0.30137753,Promising,Member,USR007393
7,5,118000.0,2,1080,1,8,-0.47324539799421406,11428.740421605984,0.22508796014342117,358,0,0.40360016,Promising,Member,USR007377
25,11,659000.0,3,5799,3,9,11.04767513716639,-930.6495645577362,0.2722584338902084,340,0,0.19544591,At_Risk,Gold,USR003071
232,0,44000.0,1,468,1,3,-0.280830278462713,2716.150197032931,0.05990412779912772,133,1,0.91735876,Hibernating,Member,USR009948
10,17,1654000.0,2,19485,4,12,-16.82761251370385,-1257.7036658592413,0.18849528169203433,355,0,0.006411812,Champions,Platinum,USR001116
18,8,731000.0,4,7646,3,10,-7.749418964965774,-430.62860179013427,0.24181326078649704,347,0,0.08854106,Loyal,Gold,USR002797
191,0,24000.0,1,238,1,3,1.0134085580211962,-431.3168505814919,0.2797002678954359,174,1,0.96611863,Hibernating,Member,USR009942
28,10,503000.0,1,4566,2,8,10.3739976993136,-874.4078870912738,0.17002055850220624,337,0,0.107467614,At_Risk,Silver,USR002736
59,4,234000.0,4,2118,2,6,0.20632068072148285,-678.870215685374,0.4855929470359143,306,1,0.4796331,Hibernating,Silver,USR004951
15,6,227000.0,2,2348,2,8,5.831898131666618,21493.699296848186,0.10595382822191901,350,0,0.42529282,Loyal,Silver,USR006562
13,18,2390000.0,4,26607,4,11,0.37602319180941485,-941.6859762946027,0.5797007841287396,352,0,0.0389216,Loyal,Platinum,USR000124
84,5,293000.0,4,3435,2,6,-4.199003672693293,1724.278249169265,0.4898972124185893,281,1,0.5288998,Hibernating,Silver,USR004054
10,12,592000.0,2,6357,2,11,-0.12258621092569286,-58927.65931986837,0.12241428269338744,355,0,0.1337895,Champions,Silver,USR003532
8,6,94000.0,2,799,1,8,-0.6646795294670319,-8727.354887952975,0.29730562010834444,357,0,0.28871417,Loyal,Member,USR007838
5,20,1392000.0,3,14652,3,12,20.30347130419332,-140044.13772369418,0.06350556561203057,360,0,0.018726524,Champions,Gold,USR000453
26,13,531000.0,2,4413,2,9,-0.17575668837944944,-54912.35728267211,0.24599075580317106,339,0,0.17711508,At_Risk,Silver,USR002297
202,0,31000.0,2,307,1,3,0.0317689775784085,-547.3351646642454,0.0866965798776602,163,1,0.9424246,Hibernating,Member,USR009285
7,10,629000.0,1,7371,3,11,-9.105280644461313,-964.5255932833192,0.05464928549434958,358,0,0.105565265,Champions,Gold,USR002125
67,5,332000.0,2,3668,2,8,-0.24622205620610838,-318.2449147568354,0.49453428537111577,298,1,0.49014717,At_Risk,Silver,USR004517
255,0,50000.0,1,478,1,3,1.008903224396515,4967.443905778581,0.4148712631105079,110,1,0.9431915,Hibernating,Member,USR008740
70,4,190000.0,1,2162,1,6,3.7556114775432965,18507.729205976335,0.17508611243872457,295,1,0.61383224,Hibernating,Member,USR004406
260,0,19000.0,1,178,1,3,0.9477536729956776,-2552.552903952607,0.13843186155651824,105,1,0.9144703,Hibernating,Member,USR009444
78,5,288000.0,1,2948,2,8,-0.08381576274418201,-29852.924619462465,0.36445084277098844,287,1,0.67435503,At_Risk,Silver,USR005565
122,0,39000.0,2,466,1,3,0.5285217095826829,-4086.808542893019,0.19296485984587072,243,1,0.93810636,Hibernating,Member,USR009029
62,4,155000.0,4,1361,1,6,-3.327441413194106,-423.95915744353726,0.11596795563622822,303,1,0.6155198,Hibernating,Member,USR005982
12,9,793000.0,1,6877,3,10,-0.42233863164662494,-78501.8922869156,0.6858995027703518,353,0,0.18586248,Loyal,Gold,USR002842
3,28,1064000.0,1,11945,3,12,-0.05179394732353235,-105994.12607429741,0.14971295036082674,362,0,0.10815057,Champions,Gold,USR001242
71,2,112000.0,1,1266,1,4,0.7756888605047466,12915.191810921317,0.27003358237447983,294,0,0.71590054,Hibernating,Member,USR005150
3,16,1838000.0,2,15736,4,12,-16.31461688169371,492.1250509796739,0.2769404703075491,362,0,0.035725098,Champions,Platinum,USR001430
16,6,226000.0,3,1914,2,8,-6.185018306284099,24092.72262869163,0.15845350079558335,349,0,0.4401898,Loyal,Silver,USR007890
25,13,710000.0,1,8436,3,10,13.386699908033806,-2030.7962694660584,0.37212353515842833,340,1,0.062469788,At_Risk,Gold,USR002953
19,7,244000.0,1,2716,2,9,6.95167304519093,-222.5909840039387,0.18324760678210844,346,1,0.31608257,Loyal,Silver,USR006394
12,12,426000.0,3,3939,2,9,11.471944215406456,-42536.55327133466,0.19099204579967122,353,0,0.07672951,Loyal,Silver,USR003541
46,3,183000.0,3,1973,1,6,3.200714829683731,-199.69908193814328,0.35030550600322297,319,0,0.63801557,Hibernating,Member,USR005769
26,8,616000.0,2,5086,3,9,-8.225184095628334,-62513.16155632666,0.2182070088712344,339,0,0.25571302,At_Risk,Gold,USR002487
4,6,104000.0,2,837,1,8,5.637191271718357,-9509.529910765063,0.30101673380147476,361,1,0.6376801,Loyal,Member,USR006519
64,5,204000.0,2,2077,2,6,-0.33191655141284515,-19698.177969719323,0.10513555624490063,301,1,0.63491327,Hibernating,Silver,USR005987
13,26,1958000.0,3,18772,4,11,-25.786921720176906,2862.077893122814,0.2772308333548081,352,0,0.023852037,Loyal,Platinum,USR001173
9,4,238000.0,1,2351,2,8,-0.6796006343316615,-249.35658055626288,0.6678442528436401,356,0,0.4354835,Promising,Silver,USR006025
55,5,247000.0,1,2614,2,7,-5.493329513862055,23506.02881697408,0.17793948434325765,310,1,0.50816333,Hibernating,Silver,USR005379
81,5,254000.0,2,2171,2,6,5.314469554848237,158.18350084720674,0.08905658186905363,284,0,0.57364976,Hibernating,Silver,USR005751
252,0,56000.0,2,464,1,3,-0.983547281453077,1245.0090488116948,0.3497528345430434,113,1,0.86993957,Hibernating,Member,USR009653
5,5,222000.0,2,1977,2,8,-0.435795235534214,-1727.259490938908,0.04388333766809917,360,0,0.20757292,Promising,Silver,USR006984
28,13,411000.0,2,4643,2,9,12.431653440539593,42374.118092607576,0.03469008049478193,337,0,0.14050183,At_Risk,Silver,USR003475
239,0,10000.0,3,94,1,3,0.1297394115432383,-173.73339869054234,0.12019426648137838,126,1,0.9335554,Hibernating,Member,USR008485
5,22,1871000.0,3,19972,4,12,21.868512542992146,-188286.19241573883,0.13721562048218974,360,0,0.08223555,Champions,Platinum,USR000939
15,3,213000.0,1,2391,2,7,-3.0211339992173967,2195.8471620885807,0.05853639297227614,350,0,0.23516738,Promising,Silver,USR006226
9,6,125000.0,4,1364,1,9,-5.370619380119965,944.1600582111546,0.05705098049125469,356,1,0.25243953,Loyal,Member,USR006401
355,0,62000.0,2,709,1,3,-0.11286131580606751,6715.586845353519,0.2833726289676042,10,1,0.9595474,Hibernating,Member,USR009703
197,0,76000.0,3,760,1,3,-0.1564182365257611,8148.978464203705,0.04259961135877459,168,0,0.9504347,Hibernating,Member,USR009123
16,7,217000.0,1,1797,2,8,-0.7710964470936115,-20731.297479294124,0.22138745307763552,349,1,0.28776923,Loyal,Silver,USR006327
5,7,93000.0,4,792,1,8,7.3852317978436135,206.1867036845048,0.3540420474153185,360,1,0.5554579,Loyal,Member,USR007911
3,3,205000.0,1,1676,2,8,2.872812791486719,-1053.0827448757445,0.22830666137176123,362,0,0.45561913,Promising,Silver,USR006654
55,2,125000.0,1,1264,1,5,0.5501964461393646,1440.5742979076167,0.04479936713861999,310,0,0.62977546,Hibernating,Member,USR005146
82,2,124000.0,3,1175,1,4,-1.2100965212992252,13204.314341420253,0.36002032096723824,283,1,0.77169067,Hibernating,Member,USR005680
313,0,79000.0,1,742,1,3,-0.12385359921724866,864.4058427070802,0.23150847179533057,52,1,0.9212976,Hibernating,Member,USR008812
20,5,154000.0,4,1565,1,8,-0.27524413013381477,-16346.328169170294,0.5240922021252375,345,0,0.245872,Loyal,Member,USR007800
12,16,1352000.0,4,12829,3,11,0.9073245836615389,134367.68453045326,0.44886403978104883,353,0,0.022201275,Loyal,Gold,USR000499
15,3,136000.0,2,1257,1,7,0.7150151944606846,-497.7660870338409,0.1755278421055801,350,0,0.37194276,Promising,Member,USR006471
123,0,46000.0,2,532,1,3,-0.17100867290238753,-5899.678552330366,0.17887631152460529,242,1,0.9358647,Hibernating,Member,USR008441
22,13,713000.0,1,6320,3,10,-13.857854159319064,-70969.26996490253,0.3373784049478787,343,0,0.19329417,At_Risk,Gold,USR002020
17,3,107000.0,4,1003,1,6,-0.47998625957202046,10898.22519329196,0.192388610958517,348,0,0.3302695,Promising,Member,USR006232
16,6,220000.0,1,2571,2,8,-5.602620738764033,-1334.509072112128,0.43053019867062714,349,1,0.35339397,Loyal,Silver,USR006434
25,9,604000.0,2,7064,3,9,0.23378745624107855,-61197.34484973551,0.40610888913219056,340,1,0.083672434,At_Risk,Gold,USR001776
323,0,30000.0,2,304,1,3,0.3336915515702843,-148.93543072163772,0.19749523625491816,42,0,0.9569578,Hibernating,Member,USR008038
15,3,242000.0,1,2535,2,8,3.83199313990405,-637.2256980459022,0.18188455696076997,350,1,0.34240305,Promising,Silver,USR006939
25,9,631000.0,1,5545,3,9,-0.04692280811168326,63109.06005375675,0.051322264491296905,340,0,0.05865754,At_Risk,Gold,USR003363
139,0,43000.0,1,483,1,3,-0.19515207455584963,-2709.512238712222,0.6131754162387278,226,1,0.9614031,Hibernating,Member,USR008071
244,0,57000.0,1,592,1,3,0.2542676588135654,-340.8195920585093,0.19175277068497884,121,1,0.93922246,Hibernating,Member,USR009371
16,5,155000.0,1,1652,1,7,-0.3864168654444819,14200.91096507453,0.2754838704954215,349,0,0.33674908,Promising,Member,USR006908
112,0,20000.0,2,179,1,3,0.47485019213893487,1477.8501378866124,0.0931284850640972,253,1,0.9422635,Hibernating,Member,USR008077
19,5,109000.0,1,978,1,6,0.027815061882894274,-13292.484831541118,0.16552672348082945,346,1,0.37036824,Promising,Member,USR006334
69,5,157000.0,2,1284,1,7,-0.09379941063841987,15281.342941643654,0.2380017112674871,296,0,0.64053434,At_Risk,Member,USR005759
1,29,1071000.0,2,10902,3,12,-0.40969341524939534,109126.19597719397,0.059809635870507256,364,0,0.012855466,Champions,Gold,USR000020
77,2,349000.0,1,3423,2,6,2.31279565125328,-35675.37900413656,0.20494463249064837,288,1,0.61915493,Hibernating,Silver,USR004354
187,0,14000.0,2,117,1,3,-1.0307615560561247,1229.1137382160462,0.18386626934192035,178,1,0.904659,Hibernating,Member,USR009213
2,25,2036000.0,3,19314,4,12,0.8641646902831667,532.2623999156976,0.14101899162608186,363,0,0.117693566,Champions,Platinum,USR000937
3,24,1192000.0,3,10224,3,12,23.681900779398937,-120954.82905973509,0.45202259271210854,362,0,0.0143410545,Champions,Gold,USR000944
13,5,227000.0,1,2424,2,7,0.04818856155701794,-20977.767689401782,0.8101267867635817,352,1,0.11193772,Promising,Silver,USR006678
16,5,174000.0,2,1950,1,7,-0.49019412574173743,-693.1154268296173,0.2508516901282353,349,0,0.29550973,Promising,Member,USR007495
149,0,48000.0,1,475,1,3,-0.2535141313955118,-3678.0322625721747,0.25716451148841973,216,1,0.9334697,Hibernating,Member,USR009360
12,22,2406000.0,4,27172,4,11,22.005584004753164,240360.3533703454,0.18894758620935606,353,0,0.062097564,Loyal,Platinum,USR000899
106,0,8000.0,2,92,1,3,0.012323689105271474,339.4850471226065,0.08734129527723562,259,1,0.8971261,Hibernating,Member,USR008017
166,0,16000.0,3,137,1,3,0.20682394914118676,2852.575371442821,0.21530911132840105,199,1,0.92458385,Hibernating,Member,USR008005
321,0,61000.0,2,680,1,3,0.37847636806391005,7295.049759610986,0.4814107669912648,44,1,0.93112826,Hibernating,Member,USR008902
83,5,145000.0,4,1728,1,5,0.3433870352516775,14451.004031359456,0.24405633811799254,282,0,0.64549005,Hibernating,Member,USR004220
8,10,684000.0,2,5835,3,11,-9.315065888319044,-68517.2963722299,0.8012716325446034,357,0,0.06349081,Champions,Gold,USR003098
19,11,302000.0,1,2983,2,9,0.38189988618162996,-1278.7014707710064,0.20335421731132997,346,0,0.15174837,Loyal,Silver,USR001860
86,3,203000.0,1,2351,2,5,2.4964025062365107,157.77131125366864,0.44722916943779434,279,1,0.4231795,Hibernating,Silver,USR004484
334,0,45000.0,1,452,1,3,-0.4516465553895546,-4558.20605313308,0.17619825771104763,31,1,0.89337605,Hibernating,Member,USR009606
78,5,177000.0,1,1744,1,6,5.387837649807844,-18663.670292447554,0.27172762180130633,287,1,0.63703614,Hibernating,Member,USR004371
13,9,482000.0,1,4495,2,9,8.826947864109993,48024.02594538338,0.4561661760508229,352,0,0.15138389,Loyal,Silver,USR002234
10,17,2272000.0,4,19655,4,12,16.593093179035534,311.1864967043543,0.2378968971264024,355,0,0.016422978,Champions,Platinum,USR000756
3,17,1870000.0,2,17913,4,12,-1.0307027120114525,-373.21817937666424,0.34887463292105986,362,0,0.06959961,Champions,Platinum,USR001280
85,3,259000.0,2,2876,2,6,2.897080070039328,-25546.69356017263,0.49727301365357973,280,1,0.6148522,Hibernating,Silver,USR005100
224,0,65000.0,1,714,1,3,1.2244061528701136,5509.0870459179105,0.21300605894361316,141,1,0.94708836,Hibernating,Member,USR009500
83,4,166000.0,3,1715,1,5,0.191727507427108,-985.5001835803399,0.023490349693693024,282,1,0.75833225,Hibernating,Member,USR004350
6,21,1504000.0,1,16996,4,12,0.2940786322179326,-149637.81841680108,0.3540894230335866,359,0,0.119716145,Champions,Platinum,USR001419
20,8,774000.0,1,7854,3,10,-7.885906355519523,76736.44835566229,0.24900198528154185,345,0,0.18422832,Loyal,Gold,USR001590
2,20,1126000.0,4,13237,3,12,-19.48063647027891,-113029.74666344396,0.09541420941976962,363,0,0.010295169,Champions,Gold,USR000896
234,0,46000.0,1,392,1,3,0.147597684079418,5149.892886416624,0.37371613300724355,131,1,0.94534504,Hibernating,Member,USR009044
83,4,162000.0,1,1318,1,5,-0.10028559032788428,-1494.5778710292361,0.14723017275311373,282,0,0.5694118,Hibernating,Member,USR004174
301,0,80000.0,1,815,1,3,-0.6090880334036595,7099.0707815337955,0.15062680851576885,64,1,0.92535627,Hibernating,Member,USR009616
8,9,315000.0,2,3436,2,10,-9.735605872139576,686.7996204689136,0.043270110774007775,357,0,0.066022165,Champions,Silver,USR002983
9,28,2473000.0,2,21611,4,12,27.979359613303814,1572.1263364721447,0.21351157528077108,356,0,0.02531814,Champions,Platinum,USR000660
92,0,72000.0,2,671,1,3,0.6721422876172982,-6613.150765204388,0.21472281582748887,273,1,0.89057064,Hibernating,Member,USR009286
51,2,132000.0,4,1260,1,5,-1.5961302220079245,13548.079883698492,0.06188938324754273,314,1,0.5665179,Hibernating,Member,USR005993
360,0,47000.0,1,560,1,3,-0.23297548903602538,680.5505378190821,0.1776836012017887,5,1,0.945299,Hibernating,Member,USR008909
4,27,2046000.0,4,18262,4,12,27.41128646060024,535.5541388113065,0.26151564671961275,361,0,0.01427274,Champions,Platinum,USR001426
82,5,302000.0,3,2539,2,7,5.343144270865907,-30167.416929500414,0.21808615207910007,283,1,0.6389609,At_Risk,Silver,USR005535
2,29,1414000.0,2,13489,3,12,0.27564166638779375,141512.69850904695,0.5231473209029366,363,0,0.03294585,Champions,Gold,USR001206
18,3,136000.0,1,1160,1,7,-0.39077992961229246,13873.927307596283,0.1893623659004444,347,1,0.37584874,Promising,Member,USR007455
16,13,497000.0,2,4640,2,10,-0.35005879590770667,49586.177372510574,0.44437938982879027,349,0,0.16535796,Loyal,Silver,USR002172
276,0,61000.0,3,727,1,3,0.8314657235949188,5818.369484027253,0.33090726621893984,89,1,0.9539456,Hibernating,Member,USR008310
72,3,270000.0,3,2503,2,7,-2.121811006186004,27153.253499318114,0.21122643372221528,293,1,0.6335262,Hibernating,Silver,USR005633
14,6,218000.0,3,2509,2,8,-6.341690518260065,22155.048606596156,0.5169026666187264,351,0,0.36668375,Loyal,Silver,USR006932
21,9,429000.0,1,3964,2,9,-0.4392493954847524,42825.40641484483,0.17632979203300375,344,0,0.15895382,Loyal,Silver,USR002153
13,8,346000.0,1,3082,2,9,-8.9896648474982,-726.7437429665786,0.17038375253049684,352,0,0.14960065,Loyal,Silver,USR001907
18,6,207000.0,2,1694,2,8,5.907367042534821,90.75304716246792,0.28869453472305934,347,0,0.37226096,Loyal,Silver,USR006198
335,0,7000.0,3,74,1,3,-0.8485480716447277,-1480.5188533131738,0.11107575798627659,30,1,0.8872445,Hibernating,Member,USR009801
6,6,128000.0,2,1143,1,9,5.495759286356842,467.6580186903612,0.15361488016397812,359,1,0.47965991,Loyal,Member,USR006274
9,5,176000.0,1,1709,1,8,-4.236433807922435,18797.67922453351,0.07903594554077199,356,1,0.47819513,Promising,Member,USR007706
87,3,194000.0,2,1633,1,5,-3.2397297054752294,360.9888250414084,0.44878563397872623,278,0,0.5963342,Hibernating,Member,USR005276
27,13,307000.0,1,3133,2,9,-13.166136350625044,122.75782140935802,0.12691115283008012,338,0,0.14736153,At_Risk,Silver,USR001534
50,3,264000.0,4,2801,2,7,3.4959631549434773,25763.719650274797,0.23836798236114176,315,0,0.62781334,Hibernating,Silver,USR004191
27,12,776000.0,4,7406,3,10,12.500663067399795,-75488.21764936837,0.2150230210051723,338,0,0.07488826,At_Risk,Gold,USR003900
61,4,176000.0,1,1646,1,6,3.8300081388242404,17202.076989192577,0.46860655032316045,304,0,0.5830797,Hibernating,Member,USR004706
3,28,1112000.0,3,13112,3,12,0.1033388142695581,1855.9359135339641,0.0990622374286915,362,0,0.011595914,Champions,Gold,USR000122
12,23,1634000.0,2,15312,4,11,-23.328979063832755,-1062.7117606434356,0.5260326256655004,353,0,0.0073492383,Loyal,Platinum,USR001083
11,22,1626000.0,2,15296,4,12,22.361498467312163,-164140.6671311913,0.06612849631022678,354,0,0.014566532,Champions,Platinum,USR000722
13,9,581000.0,3,5140,2,9,-9.135557574180954,-31.39033582737019,0.28776890501303737,352,0,0.20695533,Loyal,Silver,USR001548
15,7,148000.0,4,1464,1,8,0.01737061676951211,-1868.3113111391456,0.17843226993434277,350,0,0.29954395,Loyal,Member,USR006164
14,7,86000.0,4,724,1,7,6.066775923618263,8266.437522796165,0.3891790161669498,351,0,0.4505154,Loyal,Member,USR006460
7,7,233000.0,3,2002,2,9,-8.625166738097853,24935.599730102094,0.2648213023044375,358,0,0.3952066,Loyal,Silver,USR007524
12,10,575000.0,3,5382,2,9,-10.136566071859626,-57757.56593460529,0.23703117175268382,353,1,0.11454014,Loyal,Silver,USR003121
10,7,144000.0,4,1707,1,9,6.7201729095874185,-14684.346357474342,0.3625408840151186,355,0,0.21813862,Loyal,Member,USR007327
24,13,481000.0,1,4512,2,9,-0.5981699496051059,-2457.4002679538485,0.366244602099032,341,0,0.18464653,At_Risk,Silver,USR003897
6,3,240000.0,2,2510,2,8,-0.4190882411657657,-21797.784855317826,0.4499534958586713,359,0,0.3387842,Promising,Silver,USR007261
7,14,676000.0,1,5477,3,12,-14.215213849400358,-1377.94017655884,0.36163948968418397,358,1,0.3814718,Champions,Gold,USR003509
9,5,249000.0,2,2257,2,9,-5.450080113936831,15.695613275823723,0.11626229734892515,356,0,0.3547603,Promising,Silver,USR006117
327,0,41000.0,1,464,1,3,0.13504220567388203,4273.465665668649,0.3151277809728235,38,1,0.93288696,Hibernating,Member,USR009157
8,9,423000.0,1,4056,2,10,-8.735865030542447,42244.564320875805,0.35879645468487553,357,0,0.21746306,Champions,Silver,USR003874
110,0,13000.0,2,104,1,3,0.04092216726476941,673.4214070919132,0.3295862073747488,255,0,0.8657566,Hibernating,Member,USR009217
56,2,154000.0,4,1400,1,5,1.9222887837361202,-66.45212366792694,0.3495140502652746,309,1,0.7405323,Hibernating,Member,USR004519
27,12,590000.0,1,5487,2,9,-0.015580182400738808,970.1670531946444,0.21146969427273557,338,1,0.27166948,At_Risk,Silver,USR003650
128,0,27000.0,2,314,1,3,-0.46730445629511563,-3683.3516905833867,0.4026110835774261,237,1,0.92315114,Hibernating,Member,USR009119
8,11,396000.0,4,4310,2,10,11.513941945716704,-840.5797480802279,0.5007516999196078,357,0,0.06486762,Champions,Silver,USR003115
131,0,71000.0,3,753,1,3,0.10839563880224665,-2747.2321421142715,0.35658526406794516,234,1,0.8676568,Hibernating,Member,USR009514
6,26,836000.0,4,7400,3,12,0.30676806459259415,85013.78240385935,0.05658004588924806,359,0,0.010254253,Champions,Gold,USR001388
15,3,247000.0,1,2297,2,8,-0.0741415689637015,-906.6321640953793,0.37200015062005287,350,1,0.32584965,Promising,Silver,USR006404
24,13,340000.0,2,3712,2,9,-12.56995746612859,-473.525630282306,0.20562366671530521,341,0,0.13489003,At_Risk,Silver,USR002078
97,0,72000.0,1,719,1,3,0.7714440527695592,-9260.49382007117,0.30036870625455414,268,1,0.86310107,Hibernating,Member,USR008300
137,0,50000.0,1,598,1,3,0.021711704408205506,1542.7487877357553,0.0480807599233274,228,1,0.91888845,Hibernating,Member,USR009895
26,8,681000.0,1,7572,3,9,-7.445396008706634,-470.0138660676501,0.40663957472035867,339,0,0.08265689,At_Risk,Gold,USR002050
88,5,204000.0,1,1684,2,5,4.290283401727495,-20990.524569839425,0.3178144032411053,277,0,0.42238957,Hibernating,Silver,USR004343
69,5,155000.0,1,1465,1,6,-5.115393076051361,201.5196711487438,0.288316834327376,296,1,0.51503336,Hibernating,Member,USR005111
199,0,4000.0,3,46,1,3,-0.6291481926254527,2421.3421166717644,0.31917731646502506,166,1,0.8970288,Hibernating,Member,USR008906
266,0,19000.0,2,227,1,3,-0.5773171693644221,-1329.5209583181736,0.08133992856532249,99,1,0.85223824,Hibernating,Member,USR009862
5,6,141000.0,2,1360,1,9,-0.2234887764030204,914.8105363496998,0.29032066158348485,360,0,0.37218845,Loyal,Member,USR006927
18,7,160000.0,3,1786,1,8,0.11346597190012393,17244.69452702385,0.10072932682907404,347,0,0.40385985,Loyal,Member,USR006874
62,3,304000.0,1,3162,2,7,2.361314433224691,-945.4066391951711,0.2800842701016119,303,0,0.58678013,Hibernating,Silver,USR005697
19,9,765000.0,4,7177,3,10,0.64981564265172,-76742.82037189422,0.41201123043188437,346,1,0.13094084,Loyal,Gold,USR003200
5,23,1295000.0,4,12477,3,12,0.18365969392459833,-252.2898602867978,0.18584066051619552,360,0,0.01124831,Champions,Gold,USR000517
25,11,779000.0,1,9054,3,9,0.5280208032292772,76828.30136948431,0.12831748065048976,340,0,0.043875013,At_Risk,Gold,USR002460
3,17,1790000.0,2,21316,4,12,0.13799292471026986,-666.9805191119143,0.2151621327608026,362,0,0.024770327,Champions,Platinum,USR000806
24,8,403000.0,1,3371,2,8,8.021602024342751,-125.11660997129617,0.6479509397830427,341,0,0.120864436,At_Risk,Silver,USR003807
51,3,116000.0,1,1080,1,6,3.165306630545203,-13110.94576734007,0.2849209514338298,314,0,0.48742524,Hibernating,Member,USR004767
6,15,2224000.0,3,20528,4,12,15.135605737639986,-223424.23088723473,0.07368836084319783,359,0,0.03488339,Champions,Platinum,USR000832
17,10,640000.0,1,5513,3,10,10.69278761697074,-430.84641761581776,0.36155868885553716,348,0,0.1464474,Loyal,Gold,USR003580
26,13,614000.0,3,7336,3,10,-12.376917501061028,155.15197528065528,0.17452562324842902,339,0,0.054544833,At_Risk,Gold,USR002557
21,14,496000.0,4,5947,2,10,0.06404944217949333,-49094.08461199944,0.32726974106513596,344,0,0.18236695,Loyal,Silver,USR003675
64,5,281000.0,1,2868,2,7,-0.21171829158963879,27287.415447300853,0.14424484853689812,301,1,0.39070272,Hibernating,Silver,USR005685
21,10,536000.0,1,6340,2,9,-9.956017861262863,-552.0690810595465,0.10041704623897577,344,0,0.10915408,Loyal,Silver,USR002593
66,3,235000.0,3,2462,2,6,0.03473905811053932,22470.27640231392,0.12412803946207279,299,1,0.57675904,Hibernating,Silver,USR005347
1,28,1315000.0,3,13361,3,12,28.151481153749366,349.79276652962886,0.3669239104922852,364,0,0.010372766,Champions,Gold,USR000505
24,11,631000.0,1,6387,3,9,0.47274865232969737,64345.58823698008,0.010915811231650826,341,0,0.29873252,At_Risk,Gold,USR001782
16,6,158000.0,3,1806,1,8,-0.11542448395185526,-15614.540561883054,0.4332324118624189,349,0,0.2809974,Loyal,Member,USR007809
50,5,213000.0,1,2499,2,7,0.42845263525255,20538.88653109191,0.06246121398194394,315,0,0.5011838,At_Risk,Silver,USR005645
165,0,45000.0,1,523,1,3,-0.2649964658517377,-6977.903509100612,0.27447982348702854,200,0,0.9089144,Hibernating,Member,USR008873
50,3,228000.0,1,2675,2,6,-0.32905674654584727,22841.054368431047,0.33305452953379305,315,1,0.6241997,Hibernating,Silver,USR005393
